name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,sold_in_last_month,status_code,BSR_classificationRanks_rank,BSR_displayGroupRanks_rank
"KENT 16017 KSL-612 Vacuum Cleaner Wet and Dry with blower and Suction for Home, Office & Car 1200 Watt | Low Noise Operati...",appliances,All Appliances,https://m.media-amazon.com/images/I/71KRLNq1zZL._AC_UL320_.jpg,https://www.amazon.in/Vacuum-Cleaner-1200-Watt-Yellow-Silver/dp/B077481D45/ref=sr_1_1383?qid=1679135669&s=appliances&sr=1-1383,4.1,961,"₹5,999","₹9,750",1382.0,408,200.0,19,1649
"RiverSoft SedPads-K-10 Sediment Filter Pads For Kent Gravity Filters | Compatible With Kent Gold, Kent Gold Plus (White, P...",appliances,All Appliances,https://m.media-amazon.com/images/I/51nPRBqZQ5L._AC_UL320_.jpg,https://www.amazon.in/RiverSoft-SedPads-K-10-Sediment-Gravity-Compatible/dp/B09XQYFDM6/ref=sr_1_1387?qid=1679135669&s=appliances&sr=1-1387,3.6,105,₹239,₹999,1386.0,330,200.0,19,1653
KENT Grand RO+UF Water Purifier | Patented Mineral RO Technology | RO + UF + UV in Tank |20 LPH Output | 8 L Storage| 4 Ye...,appliances,All Appliances,https://m.media-amazon.com/images/I/71lBpck2TRL._AC_UL320_.jpg,https://www.amazon.in/KENT-11119-Wall-Mountable-Purifier-Storage/dp/B09CGQ6FCK/ref=sr_1_1391?qid=1679135669&s=appliances&sr=1-1391,4.3,"1,655","₹14,749","₹19,500",1390.0,468,200.0,19,1657
"KENT 16017 KSL-612 Vacuum Cleaner Wet and Dry with blower and Suction for Home, Office & Car 1200 Watt | Low Noise Operati...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71KRLNq1zZL._AC_UL320_.jpg,https://www.amazon.in/Vacuum-Cleaner-1200-Watt-Yellow-Silver/dp/B077481D45/ref=sr_1_1395?qid=1679135671&s=appliances&sr=1-1395,4.1,961,"₹5,999","₹9,750",1394.0,459,200.0,19,1661
"RiverSoft SedPads-K-10 Sediment Filter Pads For Kent Gravity Filters | Compatible With Kent Gold, Kent Gold Plus (White, P...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51nPRBqZQ5L._AC_UL320_.jpg,https://www.amazon.in/RiverSoft-SedPads-K-10-Sediment-Gravity-Compatible/dp/B09XQYFDM6/ref=sr_1_1400?qid=1679135671&s=appliances&sr=1-1400,3.6,105,₹239,₹999,1399.0,340,200.0,19,1666
KENT Grand RO+UF Water Purifier | Patented Mineral RO Technology | RO + UF + UV in Tank |20 LPH Output | 8 L Storage| 4 Ye...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71lBpck2TRL._AC_UL320_.jpg,https://www.amazon.in/KENT-11119-Wall-Mountable-Purifier-Storage/dp/B09CGQ6FCK/ref=sr_1_1404?qid=1679135671&s=appliances&sr=1-1404,4.3,"1,655","₹14,749","₹19,500",1403.0,442,200.0,19,1670
"InstaCuppa Travel Milk Frother Hand held Electric Coffee Beater with Rechargeable Battery USB Charging Cable, Travel Casin...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/617absPWKAL._AC_UL320_.jpg,https://www.amazon.in/InstaCuppa-Rechargeable-Handheld-Electric-Stainless/dp/B084DNNLFF/ref=sr_1_1406?qid=1679135671&s=appliances&sr=1-1406,4.2,"1,694","₹1,299","₹1,499",1405.0,448,200.0,19,1672
LG Original 1.5 Meter Top load/Semi Load Washing Machine Outlet Drain Waste Water Inlet Hose Flexible Hose Pipe (Pack Of ...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/517SA6iDbHL._AC_UL320_.jpg,https://www.amazon.in/LG-Original-Washing-Machine-Flexible/dp/B09Q677YMM/ref=sr_1_1410?qid=1679135671&s=appliances&sr=1-1410,4.4,542,₹240,₹299,1409.0,437,200.0,19,1675
"Livzing Portable Barbecue BBQ Grill Net Basket Roast Grilling Tray Chromium Plated with Wooden Handle, Pack of 1",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/815kivFb8CL._AC_UL320_.jpg,https://www.amazon.in/Livzing-Portable-Barbecue-BBQ-Grilling/dp/B07B2RFPKG/ref=sr_1_1411?qid=1679135671&s=appliances&sr=1-1411,4.1,859,₹649,"₹1,459",1410.0,474,200.0,19,1676
"Godrej 564 L Frost Free Side-By-Side Refrigerator (RS EONVELVET 579 RFD PL ST, Platinum Steel, Multi Air Flow System)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51Z06FuHCnL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Refrigerator-EONVELVET-Platinum-System/dp/B09P5BHVYH/ref=sr_1_1413?qid=1679135671&s=appliances&sr=1-1413,4.1,"1,181","₹54,990","₹90,000",1412.0,410,200.0,19,1678
"BLACK+DECKER PW1450TD 1400Watt 105 Bar, 7.1 L/Min Flow Rate Pressure Washer for Car wash and Home use (Red & Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/716hQF4vi-L._AC_UL320_.jpg,https://www.amazon.in/BLACK-DECKER-PW1450TD-1400Watt-Pressure/dp/B08R69T6NL/ref=sr_1_1421?qid=1679135672&s=appliances&sr=1-1421,3.6,196,"₹4,999","₹11,650",1420.0,414,200.0,19,1686
Vidhi Sales Portable Micro Handheld Steam Travel Iron Fabric Garment Iron Hanging Ironing Wrinkles Removing Lightweight St...,appliances,All Appliances,https://m.media-amazon.com/images/I/41c0Seg0hxL._AC_UL320_.jpg,https://www.amazon.in/Vidhi-Sales-Portable-Handheld-Lightweight/dp/B09SLTF9Y5/ref=sr_1_1423?qid=1679135672&s=appliances&sr=1-1423,4.2,14,₹865,"₹1,399",1422.0,475,200.0,19,1688
"AGARO Royal Professional Blender/Grinder/Mixer, 2000W, 5 Preset Function, Commercial heavy duty blender, High Power & Spee...",appliances,All Appliances,https://m.media-amazon.com/images/I/61xQOwW6NwL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Professional-Function-Commercial-Settings/dp/B0B6PKYYNY/ref=sr_1_1431?qid=1679135672&s=appliances&sr=1-1431,4.2,106,"₹5,999","₹15,990",1430.0,457,200.0,19,1695
"Fox Good Height Supreme Roller Heavy Duty Stand | 24-Wheels | Washing Machine, Dishwasher, Single Door Refrigerator | Adju...",appliances,All Appliances,https://m.media-amazon.com/images/I/6170ZddWw-L._AC_UL320_.jpg,https://www.amazon.in/Fox-24-Wheels-Dishwasher-Refrigerator-Adjustable/dp/B09RFG3Q6K/ref=sr_1_1436?qid=1679135672&s=appliances&sr=1-1436,4.1,372,"₹1,921","₹5,499",1435.0,469,200.0,19,1700
"INALSA Espresso/Cappuccino 4Cup Coffee Maker 800W- Bonjour (3in1- Espresso,Cappuccino & Latte)|Frothing Function,4Bar Pres...",appliances,All Appliances,https://m.media-amazon.com/images/I/61zdqgKDffL._AC_UL320_.jpg,https://www.amazon.in/Espresso-Cappuccino-Bonjour-Multipurpose-Borosilicate/dp/B0B12TQK3J/ref=sr_1_1437?qid=1679135672&s=appliances&sr=1-1437,3.8,101,"₹3,896","₹6,795",1436.0,384,200.0,19,1701
"V-Guard VG 150 Supreme Stabilizer for Side by Side/Double Door Refrigerator (600 to 1000 L , White )",appliances,All Appliances,https://m.media-amazon.com/images/I/7156lsVSOPL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Stabilizer-Supreme-Double-Refrigerator/dp/B075XKFKCC/ref=sr_1_1439?qid=1679135672&s=appliances&sr=1-1439,4.4,915,"₹3,998","₹4,099",1438.0,428,200.0,19,1703
"Smart Shelter Universal Metal Adjustable Washing Machine Stand/Trolley with Wheels, Front & Top Load, Fridge, Dishwasher S...",appliances,All Appliances,https://m.media-amazon.com/images/I/41J35k85gZL._AC_UL320_.jpg,https://www.amazon.in/Smart-Shelter-Universal-Washing-Refrigerator/dp/B0781KY5PW/ref=sr_1_1444?qid=1679135674&s=appliances&sr=1-1444,4.2,"1,374","₹1,449","₹2,299",1443.0,452,200.0,19,1708
Luminous Inverter & Battery Combo (Zelio+ 1100 Pure Sine Wave 900VA/12V Inverter with Red Charge RC 18000ST Short Tubular ...,appliances,All Appliances,https://m.media-amazon.com/images/I/61iCiFDne0L._AC_UL320_.jpg,https://www.amazon.in/Luminous-Zelio-1100-18000ST-150-Battery/dp/B07DRMHWQN/ref=sr_1_1451_mod_primary_new?qid=1679135674&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1451,4.2,"1,448","₹18,360","₹29,500",1450.0,450,200.0,19,1715
"The Endless Store Combo Fridge Top Cover(21 X 39 Inches), Fridge Handle Covers (12 X 6 Inches)+ 3 Fridge Mats (11 X 17 Inc...",appliances,All Appliances,https://m.media-amazon.com/images/I/8172swkFWIL._AC_UL320_.jpg,https://www.amazon.in/Endless-Store-Fridge-Inches-Handle/dp/B0BLNSQ9X6/ref=sr_1_1459?qid=1679135674&s=appliances&sr=1-1459,3.8,8,₹189,₹799,1458.0,343,200.0,19,1721
INALSA Vacuum Cleaner Wet and Dry Heavy Duty 1700 W & 25 Ltr Capacity with 3 in 1 Multifunction Wet/Dry/Blowing| 22KPA Str...,appliances,All Appliances,https://m.media-amazon.com/images/I/51U8bPliBVL._AC_UL320_.jpg,https://www.amazon.in/25-Multifunction-Telescopic-Master-Vac/dp/B0BQVX9KS6/ref=sr_1_1466?qid=1679135675&s=appliances&sr=1-1466,3.9,829,"₹6,470","₹16,995",1465.0,340,200.0,19,1727
"Panasonic anchor Smart Air 200mm Ventilation Fan | Exhaust Fan for Home, Office, Kitchen and Bathroom (Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/51L5Tc44cvL._AC_UL320_.jpg,https://www.amazon.in/Anchor-Smart-Air-Ventilation-Black/dp/B07G2JQXTQ/ref=sr_1_1471?qid=1679135675&s=appliances&sr=1-1471,4.1,384,"₹1,199","₹1,625",1470.0,463,200.0,19,1732
"PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1425W, 4.1 Liter, (G...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Ujp0qe-US._AC_UL320_.jpg,https://www.amazon.in/Philips-HD9216-43-Fryer-Retractable/dp/B08B3M4GMX/ref=sr_1_1472?qid=1679135675&s=appliances&sr=1-1472,4.3,343,"₹6,269","₹9,995",1471.0,521,200.0,19,1733
"ACTIVA Instant 3 LTR 3 KVA Special Anti Rust Coated 0.7 mm SS Tank Geyser , Full Abs Body Premium White 5 Years Warranty",appliances,All Appliances,https://m.media-amazon.com/images/I/51LimoBRmNL._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-Instant-SPCEIAL-Warranty-Premium/dp/B07W4HTS8Q/ref=sr_1_1474?qid=1679135675&s=appliances&sr=1-1474,3.8,"4,043","₹1,899","₹3,790",1473.0,334,200.0,19,1735
Bajaj ABS Majesty Slim 2100-Watt Induction Cooktop (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/51WOtohhhmL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Majesty-Plastic-Induction-Black/dp/B07JX84ZY9/ref=sr_1_1483?qid=1679135675&s=appliances&sr=1-1483,4.2,"1,021","₹3,550","₹6,100",1482.0,422,200.0,19,1742
Syga 32 Sewing Machine Presser Foot Feet Kit fit for Brother Singer Janome,appliances,All Appliances,https://m.media-amazon.com/images/I/51dTODQzsgL._AC_UL320_.jpg,https://www.amazon.in/Domestic-Presser-Machines-Machine-Brother/dp/B07FWRT2FJ/ref=sr_1_1484?qid=1679135675&s=appliances&sr=1-1484,4.3,"1,060",₹958.74,"₹2,500",1483.0,444,200.0,19,1743
Livzing 2-Tier UPS Stand for Home and Office – Metal Inverter Trolley with Wheels -Powder Coated Battery Stand for Inverte...,appliances,All Appliances,https://m.media-amazon.com/images/I/71UCOs7mj4L._AC_UL320_.jpg,https://www.amazon.in/Livzing-2-Tier-Stand-Home-Office/dp/B09VCCV941/ref=sr_1_1489?qid=1679135676&s=appliances&sr=1-1489,4.4,276,"₹1,949","₹2,499",1488.0,456,200.0,19,1748
Kuber Industries Disney Laundry Bag/Bin|Water Proof Canvas Material & 3D Disney The Lion King Print|Toy Storage & Cloth Or...,appliances,All Appliances,https://m.media-amazon.com/images/I/71K1kiRhAfL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Foldable-Laundry-KUBMART11643/dp/B08Q8XV74N/ref=sr_1_1491?qid=1679135676&s=appliances&sr=1-1491,3.9,601,₹245,₹599,1490.0,345,200.0,19,1750
Jaipur Ace Ring Base Rolling Pin Board Roti Maker Chakla 10 Inch (Green Marble Chakla),appliances,All Appliances,https://m.media-amazon.com/images/I/71+oEUHCPYL._AC_UL320_.jpg,https://www.amazon.in/Jaipur-Ace-Rolling-Board-Chakla/dp/B07RBXMQP6/ref=sr_1_1492?qid=1679135676&s=appliances&sr=1-1492,4.3,"1,960",₹429,₹699,1491.0,417,200.0,19,1751
HASTHIP 100 pcs/Lot New Non-Woven Fabrics Empty Tea Bag with String Heal Filter Paper,appliances,All Appliances,https://m.media-amazon.com/images/I/51xqAE4iREL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP-100pcs-Non-Woven-Fabrics-String/dp/B07CZXCTHB/ref=sr_1_1496?qid=1679135676&s=appliances&sr=1-1496,4.0,290,₹296,₹357,1495.0,508,200.0,19,1755
AO Smith HAS-X1-015-RHS Storage 15 Litre Horizontal Water Heater (Geyser)Rust-proof outer Body|Compact Size|Fits under fal...,appliances,All Appliances,https://m.media-amazon.com/images/I/51+3re-JDpL._AC_UL320_.jpg,https://www.amazon.in/AO-Smith-HSE-HAS-15-Litre-2000-Watt/dp/B0152X4708/ref=sr_1_1499?qid=1679135676&s=appliances&sr=1-1499,4.5,"3,527","₹9,099","₹12,400",1498.0,455,200.0,19,1758
"LG Mini Refrigerator, 45L GL-M051RSWC (White)",appliances,All Appliances,https://m.media-amazon.com/images/I/312DgspekHL._AC_UL320_.jpg,https://www.amazon.in/LG-Mini-Refrigerator-GL-M051RSWC-White/dp/B08X14KW3R/ref=sr_1_1501?qid=1679135676&s=appliances&sr=1-1501,4.0,357,"₹9,290","₹12,199",1500.0,436,200.0,19,1760
Bajaj Magnifique 2000W Induction Cooktop with Insect Protection & Pan Sensor Technology | 7-Auto Cook Indian Menus | Polis...,appliances,All Appliances,https://m.media-amazon.com/images/I/51X5yFvu6oL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Magnifique-2000-Watt-Induction-Cooktop/dp/B087GJXDGZ/ref=sr_1_1511?qid=1679135676&s=appliances&sr=1-1511,4.1,291,"₹3,099","₹5,425",1510.0,448,200.0,19,1769
"V-Guard V Guard VSDI 100 Digital for Inverter Refrigerator up to 900 L/Deep Freezer up to 4 Ampere, Grey for Working Rang...",appliances,All Appliances,https://m.media-amazon.com/images/I/61zFsLWpOJL._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Guard-VGDI-Digital-Refrigenerator/dp/B08CH98J92/ref=sr_1_1514_mod_primary_new?qid=1679135678&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1514,4.4,575,"₹2,880","₹3,500",1513.0,410,200.0,19,1772
NYTK RETAIL Electric 1.8 L Multi Cooker Kettle with Concealed Base Multifunction Cooking Pot Noodle Maker Egg Boiler Veget...,appliances,All Appliances,https://m.media-amazon.com/images/I/81ufHllCLxL._AC_UL320_.jpg,https://www.amazon.in/NYTK-RETAIL-Concealed-Multifunction-Vegetable/dp/B09C3ZS882/ref=sr_1_1517?qid=1679135678&s=appliances&sr=1-1517,4.2,65,₹665,"₹1,999",1516.0,525,200.0,19,1775
"Maharaja Whiteline Neo Dlx Mixer Grinder,750W,3 Stainless Steel Jars,Elegant design,White,5 Year Motor Warranty",appliances,All Appliances,https://m.media-amazon.com/images/I/51SZDhk4MYL._AC_UL320_.jpg,https://www.amazon.in/Maharaja-Whiteline-Grinder-Stainless-Warranty/dp/B09Y1LBK8N/ref=sr_1_1534?qid=1679135678&s=appliances&sr=1-1534,3.9,19,"₹2,725","₹4,899",1533.0,407,200.0,19,1792
"SEAHELTON air Conditioner Cover for 1.5 & 2 ton Split ac,ac Cover,Folding Adjustable Elastic Stretchable ac Cover Water Pr...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41FIDtRzRlL._AC_UL320_.jpg,https://www.amazon.in/SEAHELTON-Conditioner-Adjustable-Stretchable-multidesign/dp/B0BKY2BHFX/ref=sr_1_1539?qid=1679135680&s=appliances&sr=1-1539,4.2,624,₹279,₹799,1538.0,487,200.0,19,1797
"Primesky® Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater milk Frother",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ts0OFIyNL._AC_UL320_.jpg,https://www.amazon.in/Primesky%C2%AE-Electric-Foam-Maker-Handheld/dp/B0BQWJLMYF/ref=sr_1_1540?qid=1679135680&s=appliances&sr=1-1540,4.5,38,₹549,₹999,1539.0,449,200.0,19,1798
AMAZOR Single Water Inlet/feed Valve Grey compatible for SAMSUNG Top Load Washing Machine 2 Pin 220/230V,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/4106SA1eGAL._AC_UL320_.jpg,https://www.amazon.in/Water-Inlet-Samsung-Washing-Machine/dp/B08FG79J8Z/ref=sr_1_1548?qid=1679135680&s=appliances&sr=1-1548,4.2,932,₹280,₹790,1547.0,422,200.0,19,1806
"Unleash Storm 6 inch Exhaust Fan For Kitchen, Exhaust Fan For Bathroom Kitchen Exhaust Fan, Bathroom Exhaust Fan Ventilati...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71UXN6dFs4L._AC_UL320_.jpg,https://www.amazon.in/Unleash-Exhaust-Kitchen-Bathroom-Ventilation/dp/B0BWNTNTNM/ref=sr_1_1549?qid=1679135680&s=appliances&sr=1-1549,5.0,4,₹729,"₹2,499",1548.0,619,200.0,19,1807
"Preethi Peppy MG-245 mixer grinder, 750 watt, Black & Red, 3 jars, Vega W5 Motor with 5yr Warranty & Lifelong Free Service",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71kOLxH5W-L._AC_UL320_.jpg,https://www.amazon.in/Preethi-MG-245-grinder-Regular/dp/B08N6C82MM/ref=sr_1_1550?qid=1679135680&s=appliances&sr=1-1550,4.0,777,"₹3,690","₹5,495",1549.0,425,200.0,19,1808
"Crompton Zelus DAC Desert Air Cooler- 28L, with Everlast Pump, 4-Way Air Deflection and Honeycomb Pads, Grey, (ACGC-ZELUSD...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51a+39M-2hL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Everlast-Deflection-Honeycomb-ACGC-ZELUSDAC28/dp/B09RFBC32T/ref=sr_1_1555?qid=1679135680&s=appliances&sr=1-1555,3.7,87,"₹6,049","₹8,500",1554.0,377,200.0,19,1813
"Bajaj MX-35N 2000W Steam Iron with Steam Burst, Anti-Drip and Anti-Scale Technology, Vertical and Horizontal Ironing, Non-...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81W7knBbxhL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-MX35N-Watts-Steam-Black/dp/B081WJ7MBT/ref=sr_1_1560_mod_primary_new?qid=1679135680&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1560,3.7,"1,018","₹2,030","₹2,299",1559.0,392,200.0,19,1818
atomberg Efficio 200mm (sweep size) BLDC motor Energy Saving Exhaust Fan (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/51tjVokUkCL._AC_UL320_.jpg,https://www.amazon.in/Atomberg-Efficio-Energy-Saving-Exhaust/dp/B09BD2H358/ref=sr_1_1561?qid=1679135681&s=appliances&sr=1-1561,4.3,509,"₹2,380","₹3,320",1560.0,447,200.0,19,1819
"Monitor (100% Copper) Voltage Stabilizer for Inverter AC , Split AC , Window AC Upto 1.5 Ton AC with 5 -Year Warranty ( 17...",appliances,All Appliances,https://m.media-amazon.com/images/I/51o9sFGO96L._AC_UL320_.jpg,https://www.amazon.in/Monitor-Mountable-Voltage-Stabilizer-Copper/dp/B011ROZNN6/ref=sr_1_1567?qid=1679135681&s=appliances&sr=1-1567,3.9,"3,097","₹2,015","₹3,800",1566.0,304,200.0,19,1825
RASHRI ; One For All SS-20 Solar multi purpose 12v DC fan,appliances,All Appliances,https://m.media-amazon.com/images/I/612Kb3KUEgL._AC_UL320_.jpg,https://www.amazon.in/Rashri-SS-25-Solar-Multi-Purpose/dp/B08ZDFZQVR/ref=sr_1_1570?qid=1679135681&s=appliances&sr=1-1570,3.6,552,₹489,₹599,1569.0,345,200.0,19,1828
"AGARO Imperial Electric Rice Cooker, 2L Ceramic Coated Inner Bowl, Steam Basket, 8 Preset Cooking Function, Advanced Fuzzy...",appliances,All Appliances,https://m.media-amazon.com/images/I/61ULMYU+ErL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Imperial-Electric-Function-Advanced/dp/B0BMLQTV1L/ref=sr_1_1576?qid=1679135681&s=appliances&sr=1-1576,4.0,22,"₹3,879","₹7,990",1575.0,512,200.0,19,1834
HASTHIP® 500ml Mini Silent Humidifier Household Car Humidifier Desktop Humidifier with Atmosphere Light Car Office Kids Ro...,appliances,All Appliances,https://m.media-amazon.com/images/I/41EoV5KWAHL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP%C2%AE-Humidifier-Household-Atmosphere-Shut-Off/dp/B09M9J53YF/ref=sr_1_1579?qid=1679135681&s=appliances&sr=1-1579,3.8,44,₹985,"₹1,762",1578.0,319,200.0,19,1837
"Haier 190 L 5 Star Single Door Refrigerator (HED-205DS-P, Dazzle Steel)",appliances,All Appliances,https://m.media-amazon.com/images/I/71uc7LdOzmL._AC_UL320_.jpg,https://www.amazon.in/Haier-Direct-Refrigerator-HRD-2203BS-Brushline/dp/B08KH7VF4Q/ref=sr_1_1580?qid=1679135681&s=appliances&sr=1-1580,4.2,163,"₹15,790","₹22,490",1579.0,429,200.0,19,1838
"Star Weaves Washing Machine Cover For Fully Automatic Top Load LG T9077NEDL1 8Kg Model - Waterproof & Dustproof Cover, KUM42",appliances,All Appliances,https://m.media-amazon.com/images/I/91lDEsaNCbS._AC_UL320_.jpg,https://www.amazon.in/Star-Weaves-Washing-Automatic-T9077NEDL1/dp/B08GH2SJ6T/ref=sr_1_1583?qid=1679135681&s=appliances&sr=1-1583,3.8,86,₹359,₹999,1582.0,363,200.0,19,1841
"V-Guard Clado 6 Exhaust Fan | 1900 RPM Speed, 150 mm Sweep and 22 W Power Consumption (White)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ogq7XILfS._AC_UL320_.jpg,https://www.amazon.in/V-Guard-Clado-Exhaust-Fan-White/dp/B093BJBBMM/ref=sr_1_1586?qid=1679135683&s=appliances&sr=1-1586,3.9,424,"₹1,099","₹1,400",1585.0,313,200.0,19,1844
KONVIO NEER Water Purifier Float Valve with Auto Cut Off Switch for RO Models Bottom Water Tank (1),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ENY+bMOjL._AC_UL320_.jpg,https://www.amazon.in/Konvio-Water-Purifier-Float-Valve/dp/B07HCHRK22/ref=sr_1_1590?qid=1679135683&s=appliances&sr=1-1590,4.1,938,₹199,₹499,1589.0,523,200.0,19,1848
"Godrej 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTEON 700 5.0 AP GPGR, Graphite Grey)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/510E1AS13zL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Fully-Automatic-Loading-Washing-Graphite/dp/B0B2Q1QJ12/ref=sr_1_1593?qid=1679135683&s=appliances&sr=1-1593,4.2,382,"₹13,990","₹19,890",1592.0,484,200.0,19,1850
"Hindware Zorio Ax 150mm Exhaust Fan with Low Noise, Powerful Air Suction and High Speed, For Kitchen or Bathroom With Over...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41SajrV3RKL._AC_UL320_.jpg,https://www.amazon.in/Hindware-Powerful-Bathroom-Protection-Odourless/dp/B09YRSQ7BX/ref=sr_1_1596?qid=1679135683&s=appliances&sr=1-1596,3.5,49,"₹1,149","₹1,849",1595.0,350,200.0,19,1853
"Voltas 500 DD CF Double Door Deep Freezer, 500 Liters, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41hxig7rn-L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Double-Freezer-Liters-White/dp/B07PLW915C/ref=sr_1_1597?qid=1679135683&s=appliances&sr=1-1597,4.1,225,"₹29,990","₹45,990",1596.0,506,200.0,19,1854
